"Date","Sensex","Tata Consultancy Services","Bharti Airtel","Axis Bank","Maruti Suzuki India","HCL Technologies","UltraTech Cement","Power Grid Corporation of India","NTPC","IndusInd Bank","Bajaj Auto","JSW Steel","Wipro","Adani Enterprises"
2021-12-01,57684.7890625,3170.9638671875,695.917358398438,675.752563476562,7016.90478515625,953.761840820312,7161.51904296875,122.17911529541,109.396751403809,905.194030761719,2899.28247070312,586.362976074219,289.937927246094,1688.68225097656
2021-12-02,58461.2890625,3226.79467773438,706.679565429688,672.024963378906,7065.37353515625,978.073486328125,7159.22119140625,126.633247375488,110.33910369873,916.094116210938,2967.39697265625,595.568054199219,295.39599609375,1727.87475585938
2021-12-03,57696.4609375,3225.46533203125,693.359619140625,668.943481445312,6946.8779296875,966.681396484375,7176.33203125,121.530166625977,108.925605773926,921.665283203125,2932.380859375,593.220764160156,292.495666503906,1703.54125976562
2021-12-06,56747.140625,3132.1484375,672.848876953125,659.350830078125,6792.59716796875,938.283447265625,7055.04443359375,119.081855773926,106.569770812988,887.075622558594,2903.2080078125,591.655944824219,285.142181396484,1641.81018066406
2021-12-07,57633.6484375,3176.76806640625,674.634460449219,683.108581542969,6932.4580078125,948.684936523438,7134.38671875,121.441703796387,107.426429748535,897.44287109375,2929.52587890625,608.455139160156,288.636260986328,1675.119140625
2021-12-08,58649.6796875,3213.8115234375,690.22265625,692.800537109375,7173.64501953125,967.754455566406,7256.359375,120.851707458496,109.054107666016,916.094116210938,2972.61547851562,619.731323242188,293.157958984375,1710.52233886719
2021-12-09,58807.12890625,3193.51782226562,689.064453125,689.917785644531,7156.2822265625,964.411071777344,7273.17626953125,119.84880065918,108.026084899902,916.869201660156,2978.81591796875,620.329650878906,293.774597167969,1718.50036621094
2021-12-10,58786.671875,3222.7177734375,685.879150390625,683.555908203125,7163.0830078125,959.210388183594,7274.98486328125,119.524345397949,108.06893157959,914.786193847656,2981.04614257812,625.300415039062,291.399505615234,1735.20471191406
2021-12-13,58283.421875,3199.27758789062,678.447082519531,699.858276367188,7249.0244140625,957.146728515625,7258.021484375,120.615737915039,107.683418273926,909.069580078125,2950.00024414062,616.877807617188,294.80224609375,1715.01000976562
2021-12-14,58117.08984375,3210.53295898438,667.58837890625,706.468627929688,7225.53759765625,959.045166015625,7221.9921875,125.246887207031,108.154602050781,916.627014160156,2936.751953125,616.693664550781,295.441650390625,1714.36193847656
2021-12-15,57788.03125,3163.38696289062,661.507568359375,708.257995605469,7298.55517578125,947.488098144531,7207.47314453125,123.889999389648,108.540092468262,909.16650390625,2941.79296875,605.831726074219,290.531707763672,1691.57409667969
2021-12-16,57901.140625,3173.80004882812,658.467163085938,705.623657226562,7188.4990234375,957.971862792969,7246.38623046875,122.857551574707,109.096923828125,899.816650390625,2900.041015625,609.32958984375,293.888763427734,1696.71008300781
2021-12-17,57011.73828125,3178.98413085938,643.023803710938,684.947570800781,7037.931640625,967.176391601562,7172.4208984375,123.860466003418,107.512092590332,855.780212402344,2832.953125,607.442626953125,305.923797607422,1639.01782226562
2021-12-20,55822.01171875,3152.3095703125,635.350341796875,670.782409667969,7031.7587890625,957.476867675781,7005.13037109375,123.772010803223,104.385238647461,819.543334960938,2765.6865234375,592.484313964844,304.348083496094,1587.55859375
2021-12-21,56319.01171875,3197.8154296875,643.844299316406,661.985046386719,7046.37158203125,994.955017089844,7162.2529296875,121.913627624512,104.51375579834,830.540283203125,2790.93359375,605.969787597656,315.492492675781,1615.53198242188
2021-12-22,56930.55859375,3216.91357421875,661.024963378906,665.414611816406,7163.85498046875,1009.07147216797,7212.1650390625,123.073837280273,104.984901428223,844.637817382812,2800.7470703125,608.225036621094,313.048950195312,1652.7802734375
2021-12-23,57315.28125,3245.98071289062,654.895935058594,674.211853027344,7122.861328125,1013.15802001953,7175.6474609375,127.256683349609,106.741081237793,844.104919433594,2831.52563476562,598.007385253906,317.296600341797,1671.57885742188
2021-12-24,57124.30859375,3252.5830078125,653.496337890625,663.476135253906,7057.31982421875,1044.36254882812,7063.20751953125,124.111930847168,103.871253967285,833.931518554688,2812.70166015625,599.434204101562,319.032196044922,1691.82336425781
